Datum,Částka,Zpráva,Kategorie,Merchant,Month,Year
2022-08-11,-152.92,"Částka: 11,8 BGN 08.08.2022 Místo: Diks 09 Tsarevo  , Částka: 11,8 BGN 08.08.2022, Místo: Diks 09, Tsarevo,",Odchozí nezatříděná,Diks 09 Tsarevo,2022-08,2022
2022-02-08,-246.6,"Částka: 246,6 CZK 07.02.2022 Místo: DM DROGERIE MARKT   - CESKE BUDEJOV  , Částka: 246,6 CZK 07.02.2022, Místo: DM DROGERIE MARKT   -, CESKE BUDEJOV,",Drogerie,Dm,2022-02,2022
2022-03-01,-512.2,"Částka: 512,2 CZK 28.02.2022 Místo: DM DROGERIE MARKT   - CESKE BUDEJOV  , Částka: 512,2 CZK 28.02.2022, Místo: DM DROGERIE MARKT   -, CESKE BUDEJOV,",Drogerie,Dm,2022-03,2022
2022-03-14,-345.1,"Částka: 345,1 CZK 11.03.2022 Místo: DM DROGERIE MARKT   - CESKE BUDEJOV  , Částka: 345,1 CZK 11.03.2022, Místo: DM DROGERIE MARKT   -, CESKE BUDEJOV,",Drogerie,Dm,2022-03,2022
2022-04-11,-220.2,"Částka: 220,2 CZK 08.04.2022 Místo: DM DROGERIE MARKT   - CESKE BUDEJOV  , Částka: 220,2 CZK 08.04.2022, Místo: DM DROGERIE MARKT   -, CESKE BUDEJOV,",Drogerie,Dm,2022-04,2022
2022-06-07,-716.7,"Částka: 716,7 CZK 06.06.2022 Místo: DM DROGERIE S.R.O. 23 CESKE BUDEJOV  , Částka: 716,7 CZK 06.06.2022, Místo: DM DROGERIE S.R.O. 23, CESKE BUDEJOV,",Drogerie,Dm,2022-06,2022
2022-06-13,-258.7,"Částka: 258,7 CZK 10.06.2022 Místo: DM DROGERIE S.R.O. 23 CESKE BUDEJOV  , Částka: 258,7 CZK 10.06.2022, Místo: DM DROGERIE S.R.O. 23, CESKE BUDEJOV,",Drogerie,Dm,2022-06,2022
2022-06-24,-332.5,"Částka: 332,5 CZK 23.06.2022 Místo: DM DROGERIE S.R.O. 15 CESKE BUDEJOV  , Částka: 332,5 CZK 23.06.2022, Místo: DM DROGERIE S.R.O. 15, CESKE BUDEJOV,",Drogerie,Dm,2022-06,2022
2022-06-27,-148.8,"Částka: 148,8 CZK 24.06.2022 Místo: DM DROGERIE S.R.O. 23 CESKE BUDEJOV  , Částka: 148,8 CZK 24.06.2022, Místo: DM DROGERIE S.R.O. 23, CESKE BUDEJOV,",Drogerie,Dm,2022-06,2022
2022-08-08,-92.7,"Částka: 92,7 CZK 05.08.2022 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV  , Částka: 92,7 CZK 05.08.2022, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV,",Drogerie,Dm,2022-08,2022
2022-09-22,-154.8,"Částka: 154,8 CZK 21.09.2022 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV  , Částka: 154,8 CZK 21.09.2022, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV,",Drogerie,Dm,2022-09,2022
2023-01-13,-640.7,"Částka: 640,7 CZK 12.01.2023 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV, Částka: 640,7 CZK 12.01.2023, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV",Drogerie,Dm,2023-01,2023
2023-01-26,-1088.65,"Částka: 1088,65 CZK 25.01.2023 Místo: DM DROGERIE MARKT 254 CESKE BUDEJOV, Částka: 1088,65 CZK 25.01.2023, Místo: DM DROGERIE MARKT 254, CESKE BUDEJOV",Drogerie,Dm,2023-01,2023
2023-01-27,-178.9,"Částka: 178,9 CZK 26.01.2023 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV, Částka: 178,9 CZK 26.01.2023, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV",Drogerie,Dm,2023-01,2023
2023-02-16,-376.9,"Částka: 376,9 CZK 15.02.2023 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV, Částka: 376,9 CZK 15.02.2023, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV",Drogerie,Dm,2023-02,2023
2023-04-25,-65.8,"Částka: 65,8 CZK 24.04.2023 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV, Částka: 65,8 CZK 24.04.2023, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV",Drogerie,Dm,2023-04,2023
2023-05-15,-484.8,"Částka: 484,8 CZK 12.05.2023 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV, Částka: 484,8 CZK 12.05.2023, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV",Drogerie,Dm,2023-05,2023
2023-05-26,-965.0,"Částka: 965 CZK 25.05.2023 Místo: DM DROGERIE MARKT 254 CESKE BUDEJOV, Částka: 965 CZK 25.05.2023, Místo: DM DROGERIE MARKT 254, CESKE BUDEJOV",Drogerie,Dm,2023-05,2023
2023-08-21,-278.7,"Částka: 278,7 CZK 18.08.2023 Místo: DM DROGERIE MARKT 234 CESKE BUDEJOV, Částka: 278,7 CZK 18.08.2023, Místo: DM DROGERIE MARKT 234, CESKE BUDEJOV",Drogerie,Dm,2023-08,2023
2024-08-22,-769.85,"Částka: 29,8 EUR 20.08.2024 Místo: DM PM 215 POREC, Částka: 29,8 EUR 20.08.2024, Místo: DM PM 215, POREC",Drogerie,Dm,2024-08,2024
2025-06-05,-280.0,"Částka: 280 CZK 03.06.2025 Místo: Don Pealo Ceske Budejov, Částka: 280 CZK 03.06.2025, Místo: Don Pealo, Ceske Budejov",Nákupy a služby,Don Pealo Ceske Budejov,2025-06,2025
2025-06-06,-440.0,"Částka: 440 CZK 04.06.2025 Místo: Don Pealo Ceske Budejov, Částka: 440 CZK 04.06.2025, Místo: Don Pealo, Ceske Budejov",Nákupy a služby,Don Pealo Ceske Budejov,2025-06,2025
2025-07-24,-614.9,"Částka: 614,9 CZK 22.07.2025 Místo: Don Pealo Ceske Budejov, Částka: 614,9 CZK 22.07.2025, Místo: Don Pealo, Ceske Budejov",Nákupy a služby,Don Pealo Ceske Budejov,2025-07,2025
2022-05-12,-1360.0,"Částka: 1360 CZK 10.05.2022 Místo: DPD DEPO 2367 CESKE BUDEJOV  , Částka: 1360 CZK 10.05.2022, Místo: DPD DEPO 2367, CESKE BUDEJOV,",Nákupy a služby,Dpd Depo 2367 Ceske Budejov,2022-05,2022
2022-06-13,-1137.0,"Částka: 1137 CZK 09.06.2022 Místo: DPD DEPO 2367 CESKE BUDEJOV  , Částka: 1137 CZK 09.06.2022, Místo: DPD DEPO 2367, CESKE BUDEJOV,",Nákupy a služby,Dpd Depo 2367 Ceske Budejov,2022-06,2022
2022-12-14,-1221.0,"Částka: 1221 CZK 12.12.2022 Místo: DPD DEPO 2367 CESKE BUDEJOV, Částka: 1221 CZK 12.12.2022, Místo: DPD DEPO 2367, CESKE BUDEJOV",Nákupy a služby,Dpd Depo 2367 Ceske Budejov,2022-12,2022
2024-04-11,-20.0,"Částka: 20 CZK 08.04.2024 Místo: DPMCB    *2409900320 CESKE BUDEJOV, Částka: 20 CZK 08.04.2024, Místo: DPMCB    *2409900320, CESKE BUDEJOV",Odchozí nezatříděná,Dpmcb,2024-04,2024
2024-04-19,-20.0,"Částka: 20 CZK 16.04.2024 Místo: DPMCB    *2410701565 CESKE BUDEJOV, Částka: 20 CZK 16.04.2024, Místo: DPMCB    *2410701565, CESKE BUDEJOV",Odchozí nezatříděná,Dpmcb,2024-04,2024
2024-06-17,-20.0,"Částka: 20 CZK 14.06.2024 Místo: DPMCB    *2416603011 CESKE BUDEJOV, Částka: 20 CZK 14.06.2024, Místo: DPMCB    *2416603011, CESKE BUDEJOV",Odchozí nezatříděná,Dpmcb,2024-06,2024
2024-07-09,-40.0,"Částka: 40 CZK 06.07.2024 Místo: DPMCB    *2418800637 CESKE BUDEJOV, Částka: 40 CZK 06.07.2024, Místo: DPMCB    *2418800637, CESKE BUDEJOV",Odchozí nezatříděná,Dpmcb,2024-07,2024
2025-03-27,-90.0,"Částka: 90 CZK 24.03.2025 Místo: DPMCB    *2508302987 Ceske Budejov, Částka: 90 CZK 24.03.2025, Místo: DPMCB    *2508302987, Ceske Budejov",Odchozí nezatříděná,Dpmcb,2025-03,2025
2022-04-25,-259.0,"Částka: 259 CZK 22.04.2022 Místo: DRACIK - DUVI CZ S.R. CESKE BUDEJOV  , Částka: 259 CZK 22.04.2022, Místo: DRACIK - DUVI CZ S.R., CESKE BUDEJOV,",Nákupy a služby,Dracik - Duvi Cz S.R. Ceske Bud,2022-04,2022
2022-06-02,-148.0,"Částka: 148 CZK 01.06.2022 Místo: DRACIK - DUVI CZ S.R. CESKE BUDEJOV  , Částka: 148 CZK 01.06.2022, Místo: DRACIK - DUVI CZ S.R., CESKE BUDEJOV,",Nákupy a služby,Dracik - Duvi Cz S.R. Ceske Bud,2022-06,2022
2022-12-12,-1818.0,"Částka: 1818 CZK 09.12.2022 Místo: DRACIK - DUVI CZ S.R. CESKE BUDEJOV, Částka: 1818 CZK 09.12.2022, Místo: DRACIK - DUVI CZ S.R., CESKE BUDEJOV",Nákupy a služby,Dracik - Duvi Cz S.R. Ceske Bud,2022-12,2022
2023-04-17,-371.0,"Částka: 371 CZK 16.04.2023 Místo: DRACIK - DUVI CZ S.R. CESKE BUDEJOV, Částka: 371 CZK 16.04.2023, Místo: DRACIK - DUVI CZ S.R., CESKE BUDEJOV",Nákupy a služby,Dracik - Duvi Cz S.R. Ceske Bud,2023-04,2023
2023-04-27,-545.0,"Částka: 545 CZK 26.04.2023 Místo: DRACIK - DUVI CZ S.R. CESKE BUDEJOV, Částka: 545 CZK 26.04.2023, Místo: DRACIK - DUVI CZ S.R., CESKE BUDEJOV",Nákupy a služby,Dracik - Duvi Cz S.R. Ceske Bud,2023-04,2023
2023-08-21,-306.0,"Částka: 306 CZK 18.08.2023 Místo: DRACIK - DUVI CZ S.R. CESKE BUDEJOV, Částka: 306 CZK 18.08.2023, Místo: DRACIK - DUVI CZ S.R., CESKE BUDEJOV",Nákupy a služby,Dracik - Duvi Cz S.R. Ceske Bud,2023-08,2023
2022-09-07,-2000.2,"Částka: 2000,2 CZK 05.09.2022 Místo: DT OIL S R O NOVA VES  , Částka: 2000,2 CZK 05.09.2022, Místo: DT OIL S R O, NOVA VES,",Tankování,Dt Oil S R O Nova Ves,2022-09,2022
2022-09-07,-44.0,"Částka: 44 CZK 05.09.2022 Místo: DT OIL S R O NOVA VES  , Částka: 44 CZK 05.09.2022, Místo: DT OIL S R O, NOVA VES,",Tankování,Dt Oil S R O Nova Ves,2022-09,2022
2024-09-05,-27.0,"Částka: 27 CZK 03.09.2024 Místo: DT oil s.r.o. NOVA VES - HU, Částka: 27 CZK 03.09.2024, Místo: DT oil s.r.o., NOVA VES - HU",Tankování,Dt Oil S.R.O. Nova Ves - Hu,2024-09,2024
2024-09-06,-164.0,"Částka: 164 CZK 04.09.2024 Místo: DT oil s.r.o. NOVA VES - HU, Částka: 164 CZK 04.09.2024, Místo: DT oil s.r.o., NOVA VES - HU",Tankování,Dt Oil S.R.O. Nova Ves - Hu,2024-09,2024
2022-02-21,-1500.0,"Částka: 1500 CZK 19.02.2022 Místo: EDALNICE Praha 9  , Částka: 1500 CZK 19.02.2022, Místo: EDALNICE, Praha 9,",Tankování,Edalnice Praha 9,2022-02,2022
2022-02-21,-1500.0,"Částka: 1500 CZK 18.02.2022 Místo: EDALNICE Praha 9  , Částka: 1500 CZK 18.02.2022, Místo: EDALNICE, Praha 9,",Tankování,Edalnice Praha 9,2022-02,2022
2025-06-19,-290.0,"Částka: 290 CZK 17.06.2025 Místo: EDALNICE Praha 9, Částka: 290 CZK 17.06.2025, Místo: EDALNICE, Praha 9",Tankování,Edalnice Praha 9,2025-06,2025
2024-03-12,-199.0,"Částka: 199 CZK 10.03.2024 Místo: ELECTRO WORLD - C. BUDE CESKE BUDEJOV, Částka: 199 CZK 10.03.2024, Místo: ELECTRO WORLD - C. BUDE, CESKE BUDEJOV",Nákupy a služby,Electro World - C. Bude Ceske B,2024-03,2024
2023-05-09,-320.0,"Částka: 320 CZK 05.05.2023 Místo: Esence Cafe Ceske Budejov, Částka: 320 CZK 05.05.2023, Místo: Esence Cafe, Ceske Budejov",Restaurace,Esence Cafe Ceske Budejov,2023-05,2023
2025-03-24,-600.0,"Částka: 600 CZK 22.03.2025 Místo: Esence Cafe Ceske Budejov, Částka: 600 CZK 22.03.2025, Místo: Esence Cafe, Ceske Budejov",Restaurace,Esence Cafe Ceske Budejov,2025-03,2025
2025-03-26,-168.0,"Částka: 168 CZK 24.03.2025 Místo: Esence Cafe Ceske Budejov, Částka: 168 CZK 24.03.2025, Místo: Esence Cafe, Ceske Budejov",Restaurace,Esence Cafe Ceske Budejov,2025-03,2025
2024-06-03,-179.0,"Částka: 179 CZK 01.06.2024 Místo: FASTGOOD CESKE BUDEJOV, Částka: 179 CZK 01.06.2024, Místo: FASTGOOD, CESKE BUDEJOV",Restaurace,Fastgood Ceske Budejov,2024-06,2024
2022-04-11,-315.0,"Částka: 315 CZK 07.04.2022 Místo: FATO PLUS S.R.O. C.BUDEJOVICE  , Částka: 315 CZK 07.04.2022, Místo: FATO PLUS S.R.O., C.BUDEJOVICE,",Tankování,Fato Plus S.R.O. C.Budejovice,2022-04,2022
2023-04-21,-198.0,"Částka: 198 CZK 19.04.2023 Místo: FATO PLUS S.R.O. C.BUDEJOVICE, Částka: 198 CZK 19.04.2023, Místo: FATO PLUS S.R.O., C.BUDEJOVICE",Tankování,Fato Plus S.R.O. C.Budejovice,2023-04,2023
2023-04-21,-994.0,"Částka: 994 CZK 19.04.2023 Místo: FATO PLUS S.R.O. C.BUDEJOVICE, Částka: 994 CZK 19.04.2023, Místo: FATO PLUS S.R.O., C.BUDEJOVICE",Tankování,Fato Plus S.R.O. C.Budejovice,2023-04,2023
2024-11-01,-91.5,"Částka: 91,5 CZK 31.10.2024 Místo: Flosman 0048 Rudolfov, Částka: 91,5 CZK 31.10.2024, Místo: Flosman 0048, Rudolfov",Odchozí nezatříděná,Flosman 0048 Rudolfov,2024-11,2024
2023-04-17,-108.5,"Částka: 108,5 CZK 14.04.2023 Místo: FLOSMAN 0057 STEPANOVICE, Částka: 108,5 CZK 14.04.2023, Místo: FLOSMAN 0057, STEPANOVICE",Potraviny,Flosman 0057 Stepanovice,2023-04,2023
2025-01-15,-80.7,"Částka: 80,7 CZK 14.01.2025 Místo: Flosman 0073 Hluboka n/Vlt, Částka: 80,7 CZK 14.01.2025, Místo: Flosman 0073, Hluboka n/Vlt",Potraviny,Flosman 0073 Hluboka N-Vlt,2025-01,2025
2023-01-25,-1330.0,"Částka: 1330 CZK 23.01.2023 Místo: FOKUS OPTIK CESKE BUDEJOV, Částka: 1330 CZK 23.01.2023, Místo: FOKUS OPTIK, CESKE BUDEJOV",Oblečení a obuv,Fokus Optik Ceske Budejov,2023-01,2023
2022-03-08,-5000.0,"Částka: 5000 CZK 06.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 5000 CZK 06.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-08,-4500.0,"Částka: 4500 CZK 06.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 4500 CZK 06.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-08,-3000.0,"Částka: 3000 CZK 06.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 3000 CZK 06.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-08,-2000.0,"Částka: 2000 CZK 06.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 2000 CZK 06.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-08,-3.0,"Částka: 3 CZK 06.03.2022 Místo: Fortuna_520158 ifortuna.cz  , Částka: 3 CZK 06.03.2022, Místo: Fortuna_520158, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-10,-1000.0,"Částka: 1000 CZK 08.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 08.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-21,-1000.0,"Částka: 1000 CZK 17.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 17.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-28,-1000.0,"Částka: 1000 CZK 24.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 24.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-28,-1500.0,"Částka: 1500 CZK 24.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1500 CZK 24.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-28,-1500.0,"Částka: 1500 CZK 24.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1500 CZK 24.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-28,-1000.0,"Částka: 1000 CZK 25.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 25.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-28,-1000.0,"Částka: 1000 CZK 25.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 25.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-03-28,-2000.0,"Částka: 2000 CZK 24.03.2022 Místo: Fortuna ifortuna.cz  , Částka: 2000 CZK 24.03.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-03,2022
2022-04-04,-2000.0,"Částka: 2000 CZK 01.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 2000 CZK 01.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-04,-1000.0,"Částka: 1000 CZK 01.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 01.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-07,-1000.0,"Částka: 1000 CZK 05.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 05.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-07,-1000.0,"Částka: 1000 CZK 05.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 05.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-07,-2000.0,"Částka: 2000 CZK 05.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 2000 CZK 05.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-07,-2500.0,"Částka: 2500 CZK 05.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 2500 CZK 05.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-07,-2500.0,"Částka: 2500 CZK 05.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 2500 CZK 05.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-07,-2000.0,"Částka: 2000 CZK 05.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 2000 CZK 05.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-04-29,-1000.0,"Částka: 1000 CZK 27.04.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 27.04.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-04,2022
2022-05-09,-2500.0,"Částka: 2500 CZK 06.05.2022 Místo: Fortuna ifortuna.cz  , Částka: 2500 CZK 06.05.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-05,2022
2022-08-22,-10000.0,"Částka: 10000 CZK 18.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 18.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-22,-20000.0,"Částka: 20000 CZK 18.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 18.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-22,-10000.0,"Částka: 10000 CZK 18.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 18.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-4000.0,"Částka: 4000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 4000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-6000.0,"Částka: 6000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 6000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-3000.0,"Částka: 3000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 3000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-50000.0,"Částka: 50000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 50000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-50000.0,"Částka: 50000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 50000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-50000.0,"Částka: 50000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 50000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-08-29,-10000.0,"Částka: 10000 CZK 26.08.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 26.08.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-08,2022
2022-09-12,-1500.0,"Částka: 1500 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 1500 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-20000.0,"Částka: 20000 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-10000.0,"Částka: 10000 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-39000.0,"Částka: 39000 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 39000 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-10000.0,"Částka: 10000 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-1600.0,"Částka: 1600 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 1600 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-30000.0,"Částka: 30000 CZK 09.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 30000 CZK 09.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-20000.0,"Částka: 20000 CZK 09.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 09.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-50000.0,"Částka: 50000 CZK 08.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 50000 CZK 08.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-12,-10000.0,"Částka: 10000 CZK 09.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 09.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-22,-5000.0,"Částka: 5000 CZK 20.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 5000 CZK 20.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-22,-10000.0,"Částka: 10000 CZK 20.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 20.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-22,-1500.0,"Částka: 1500 CZK 20.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 1500 CZK 20.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-22,-10000.0,"Částka: 10000 CZK 20.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 20.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-22,-2000.0,"Částka: 2000 CZK 20.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 2000 CZK 20.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-22,-10000.0,"Částka: 10000 CZK 20.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 20.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-26,-20000.0,"Částka: 20000 CZK 24.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 24.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-26,-1000.0,"Částka: 1000 CZK 24.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 1000 CZK 24.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-26,-50000.0,"Částka: 50000 CZK 24.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 50000 CZK 24.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-26,-20000.0,"Částka: 20000 CZK 24.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 24.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-26,-5000.0,"Částka: 5000 CZK 24.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 5000 CZK 24.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-27,-6000.0,"Částka: 6000 CZK 25.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 6000 CZK 25.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-27,-20000.0,"Částka: 20000 CZK 25.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 25.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
